# Volume of Rice and Corn Quarterly, in metric tons, read this using read_csv_to_df

Commodity,Geolocation,1987 Q1,1987 Q2,1987 Q3,1987 Q4,1988 Q1,1988 Q2,1988 Q3,1988 Q4,1989 Q1,1989 Q2,1989 Q3,1989 Q4,1990 Q1,1990 Q2,1990 Q3,1990 Q4,1991 Q1,1991 Q2,1991 Q3,1991 Q4,1992 Q1,1992 Q2,1992 Q3,1992 Q4,1993 Q1,1993 Q2,1993 Q3,1993 Q4,1994 Q1,1994 Q2,1994 Q3,1994 Q4,1995 Q1,1995 Q2,1995 Q3,1995 Q4,1996 Q1,1996 Q2,1996 Q3,1996 Q4,1997 Q1,1997 Q2,1997 Q3,1997 Q4,1998 Q1,1998 Q2,1998 Q3,1998 Q4,1999 Q1,1999 Q2,1999 Q3,1999 Q4,2000 Q1,2000 Q2,2000 Q3,2000 Q4,2001 Q1,2001 Q2,2001 Q3,2001 Q4,2002 Q1,2002 Q2,2002 Q3,2002 Q4,2003 Q1,2003 Q2,2003 Q3,2003 Q4,2004 Q1,2004 Q2,2004 Q3,2004 Q4,2005 Q1,2005 Q2,2005 Q3,2005 Q4,2006 Q1,2006 Q2,2006 Q3,2006 Q4,2007 Q1,2007 Q2,2007 Q3,2007 Q4,2008 Q1,2008 Q2,2008 Q3,2008 Q4,2009 Q1,2009 Q2,2009 Q3,2009 Q4,2010 Q1,2010 Q2,2010 Q3,2010 Q4,2011 Q1,2011 Q2,2011 Q3,2011 Q4,2012 Q1,2012 Q2,2012 Q3,2012 Q4,2013 Q1,2013 Q2,2013 Q3,2013 Q4,2014 Q1,2014 Q2,2014 Q3,2014 Q4,2015 Q1,2015 Q2,2015 Q3,2015 Q4,2016 Q1,2016 Q2,2016 Q3,2016 Q4,2017 Q1,2017 Q2,2017 Q3,2017 Q4,2018 Q1,2018 Q2,2018 Q3,2018 Q4,2019 Q1,2019 Q2,2019 Q3,2019 Q4,2020 Q1,2020 Q2,2020 Q3,2020 Q4,2021 Q1,2021 Q2,2021 Q3,2021 Q4,2022 Q1,2022 Q2,2022 Q3,2022 Q4,2023 Q1,2023 Q2,2023 Q3,2023 Q4
Palay,....Siquijor,47.00,653.00,186.00,273.00,150.00,57.00,0.00,182.00,966.00,713.00,243.00,1873.00,591.00,0.00,1286.00,0.00,260.00,268.00,250.00,455.00,130.00,165.00,187.00,445.00,114.00,150.00,154.00,465.00,160.00,243.00,277.00,361.00,328.00,272.00,240.00,426.00,411.00,314.00,272.00,601.00,445.00,310.00,262.00,585.00,371.00,171.00,194.00,331.00,686.00,359.00,281.00,738.00,762.00,259.00,339.00,955.00,993.00,349.00,192.00,916.00,1185.00,322.00,301.00,1041.00,1035.00,224.00,328.00,1064.00,1197.00,237.00,290.00,1144.00,988.00,204.00,260.00,1147.00,1105.00,307.00,223.00,924.00,1090.00,248.00,470.00,516.00,960.00,312.00,758.00,749.00,1114.00,285.00,455.00,1085.00,1099.00,269.00,314.00,1225.00,1200.00,363.00,597.00,975.00,1120.00,446.00,345.00,775.00,611.00,606.00,311.00,931.00,915.00,412.00,287.00,778.00,1054.00,532.00,302.00,806.00,860.00,122.00,131.00,576.00,1099.00,444.00,275.00,844.00,892.00,794.00,60.00,677.00,337.00,546.00,5.00,500.00,31.00,642.00,4.00,825.00,696.00,879.00,678.00,290.00,903.00,908.00,652.04,1020.58,437.21,567.43,592.98,855.30
Palay,..REGION VIII (EASTERN VISAYAS),150675.00,55695.00,10202.00,162771.00,154214.00,76364.00,26947.00,149552.00,114063.00,60914.00,37155.00,167271.00,144030.00,32735.00,26695.00,133999.00,171458.00,37441.00,59322.00,114733.00,191175.00,28986.00,18458.00,123466.00,185045.00,39811.00,24948.00,139089.00,167925.00,42102.00,44376.00,143377.00,173763.00,85381.00,62779.00,124134.00,165327.00,83069.00,64415.00,122979.00,172787.00,97313.00,60437.00,126723.00,149699.00,64025.00,43272.00,105012.00,179381.00,103025.00,81220.00,142771.00,179857.00,105807.00,86881.00,145013.00,191740.00,111832.00,92392.00,169931.00,201497.00,126015.00,99964.00,194959.00,222644.00,140060.00,104016.00,207376.00,238731.00,151758.00,109806.00,221637.00,256004.00,161836.00,116833.00,254184.00,267131.00,182372.00,132321.00,248463.00,283296.00,224947.00,159157.00,281427.00,289282.00,275893.00,174291.00,291155.00,274321.00,243853.00,166786.00,267260.00,253772.00,262684.00,151701.00,295988.00,244317.00,268255.00,166359.00,305086.00,250902.00,263886.00,169841.00,310343.00,232144.00,299584.00,166150.00,291916.00,219360.00,303753.00,167998.00,291485.00,226731.00,301516.00,117726.00,309736.00,285519.00,260177.36,120680.00,288468.00,285616.00,239600.00,126930.00,293419.00,279728.00,258486.00,117792.00,290870.96,294401.96,232610.29,104851.39,268381.91,252869.36,291502.52,110541.09,272182.28,269853.02,184348.22,165482.22,244689.68,261867.91,157409.81,162073.97,258992.96,259702.91,171154.43,163060.97,250454.15
Palay,....Biliran,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5262.00,9786.00,4348.00,22690.00,8237.00,15541.00,5797.00,20645.00,8732.00,14345.00,6302.00,18989.00,9352.00,15026.00,6539.00,19099.00,9375.00,11607.00,7712.00,14664.00,10562.00,13150.00,9143.00,18298.00,11272.00,13751.00,10038.00,18314.00,11652.00,14005.00,10196.00,18562.00,11490.00,15246.00,10168.00,18768.00,11341.00,15065.00,10283.00,19567.00,12448.00,15552.00,10206.00,19679.00,12665.00,16698.00,10911.00,24264.00,14015.00,21438.00,12925.00,24552.00,13435.00,21780.00,12534.00,24068.00,13183.00,21096.00,12524.00,23995.00,12826.00,21245.00,12359.00,22690.00,11977.00,20641.00,11594.00,22821.00,11952.00,20357.00,11507.00,22788.00,11936.00,20271.00,11508.00,22828.00,11945.00,20274.00,11511.00,22579.00,11838.00,20273.00,11502.00,22730.00,11865.00,20476.00,11501.00,22725.00,11860.00,20480.36,9640.00,25901.00,11883.00,20231.00,9199.00,23898.00,1938.00,21695.00,9624.00,22471.00,8342.00,18586.00,8653.00,18109.00,7191.00,19730.00,8942.00,17746.00,5575.50,20054.00,8456.00,19137.00,6675.00,19420.26,7374.00,19110.00,6658.00,19044.02,7186.00,18822.00
Palay,....Eastern Samar,12312.00,918.00,45.00,3160.00,15098.00,1024.00,821.00,4433.00,9940.00,910.00,884.00,5785.00,14232.00,825.00,847.00,5595.00,15433.00,1478.00,2226.00,4677.00,15617.00,1144.00,1368.00,4180.00,11821.00,1235.00,1485.00,4710.00,14080.00,1334.00,1700.00,5752.00,14657.00,1997.00,3278.00,6198.00,12616.00,1828.00,3687.00,6928.00,12735.00,1968.00,2718.00,6145.00,11946.00,1756.00,129.00,216.00,12812.00,1922.00,3344.00,6678.00,14723.00,1929.00,3585.00,6559.00,14909.00,1986.00,3783.00,6846.00,15147.00,2040.00,4165.00,6864.00,15258.00,2150.00,4362.00,8015.00,16718.00,2565.00,4409.00,8183.00,17450.00,3150.00,5180.00,8942.00,17175.00,5482.00,5752.00,11120.00,17927.00,6560.00,7531.00,11716.00,15807.00,7810.00,9330.00,14206.00,15995.00,7719.00,8142.00,14435.00,18529.00,8488.00,7581.00,17197.00,18806.00,9024.00,8630.00,17172.00,20452.00,9278.00,9074.00,20609.00,22120.00,10011.00,10901.00,20193.00,21272.00,11156.00,10916.00,20261.00,20894.00,11171.00,10321.00,20002.00,21289.00,11045.00,10308.00,19260.00,20121.00,10997.00,10043.00,18593.00,18947.00,12215.00,10480.00,17946.00,24076.00,10726.00,6563.00,16148.72,16526.37,11000.50,6355.00,16314.63,19377.20,7230.38,13249.00,13387.00,19505.58,10933.45,11924.00,12889.09,17045.00,13381.29,11426.00,12414.00
Palay,....Leyte,92722.00,36733.00,7008.00,116948.00,86137.00,49076.00,17662.00,94340.00,53520.00,40654.00,19153.00,121721.00,77330.00,21340.00,12583.00,90827.00,91521.00,24517.00,26204.00,82920.00,90575.00,21254.00,13336.00,89850.00,109065.00,27391.00,18815.00,84658.00,68988.00,16028.00,20092.00,77460.00,67820.00,51565.00,34721.00,60550.00,66446.00,49657.00,34783.00,58442.00,67198.00,62584.00,32668.00,60049.00,55465.00,42444.00,30391.00,60574.00,74454.00,73755.00,48329.00,75612.00,77428.00,74477.00,50768.00,79487.00,83267.00,79114.00,52276.00,92056.00,86784.00,86420.00,59031.00,114586.00,104546.00,98956.00,61698.00,122126.00,110670.00,108366.00,66726.00,131286.00,116478.00,115088.00,71812.00,155263.00,126726.00,126161.00,80564.00,145813.00,149358.00,164973.00,101054.00,167455.00,168363.00,187399.00,91750.00,158321.00,144169.00,165287.00,89015.00,132002.00,113351.00,183952.00,84255.00,141343.00,105504.00,177908.00,95381.00,147969.00,105151.00,178755.00,90132.00,147077.00,104922.00,185267.00,83190.00,129367.00,98849.00,189767.00,84580.00,128950.00,105931.00,187381.00,34124.00,161969.00,150972.00,148526.00,35269.00,138813.00,147424.00,145152.00,40996.00,147915.00,147131.00,147221.00,40721.00,151804.96,148211.69,133821.29,35292.39,146460.49,140264.74,135320.82,37916.09,148508.65,139207.11,77478.84,88536.22,127087.58,135769.00,65844.00,90126.23,142740.06,131128.96,79862.08,91424.37,139833.15
Palay,....Northern Samar,27238.00,1812.00,32.00,8216.00,35873.00,2215.00,267.00,9586.00,23375.00,942.00,219.00,6893.00,28920.00,1000.00,284.00,11722.00,39782.00,1065.00,6551.00,10509.00,56379.00,725.00,1524.00,4080.00,36637.00,3235.00,1337.00,3927.00,42664.00,3165.00,1690.00,4202.00,43425.00,3207.00,1693.00,3578.00,36643.00,3673.00,1840.00,3725.00,39966.00,3736.00,1898.00,3622.00,37448.00,3520.00,1850.00,2930.00,41697.00,3970.00,2190.00,3960.00,38649.00,3986.00,2310.00,3937.00,41860.00,4427.00,3061.00,9145.00,49814.00,5014.00,4025.00,9374.00,50968.00,5663.00,4272.00,10351.00,56457.00,5963.00,4401.00,10966.00,57507.00,6508.00,4778.00,11500.00,57500.00,7455.00,5370.00,12153.00,47161.00,7926.00,7095.00,14584.00,37651.00,21900.00,22752.00,18704.00,35284.00,12548.00,21790.00,19755.00,39008.00,12084.00,16132.00,31157.00,34786.00,19585.00,18178.00,33499.00,37443.00,14295.00,25022.00,34446.00,41375.00,15045.00,25510.00,34783.00,41847.00,15065.00,25415.00,35638.00,41952.00,15141.00,25176.00,34971.00,41178.00,14728.00,24777.00,30403.00,41207.00,14746.00,25491.00,31141.00,46174.00,13369.00,25428.00,20000.00,49097.27,12560.00,24540.00,8016.00,23181.25,58185.50,24244.00,8012.00,40228.00,13605.00,22309.00,6691.00,40735.82,11600.00,21396.01,7211.81,40626.00,11555.27,21271.00,7138.00
Palay,....Samar,8438.00,4727.00,1134.00,23243.00,9279.00,13381.00,5437.00,29436.00,12038.00,9962.00,13126.00,17599.00,11118.00,3270.00,8791.00,18535.00,14472.00,2991.00,19441.00,6517.00,12294.00,423.00,0.00,18256.00,10122.00,3390.00,601.00,31664.00,17271.00,7509.00,12856.00,18503.00,17136.00,7931.00,13583.00,17929.00,18323.00,7597.00,13917.00,18435.00,19326.00,7741.00,12586.00,20410.00,12438.00,1510.00,1942.00,15526.00,14646.00,4946.00,15516.00,20781.00,13800.00,5036.00,17151.00,19725.00,14630.00,5242.00,17530.00,20003.00,19389.00,5456.00,17349.00,20719.00,20161.00,5459.00,17805.00,21672.00,21025.00,5231.00,17710.00,22381.00,22365.00,5157.00,17461.00,23229.00,25048.00,5280.00,18520.00,22825.00,26400.00,7010.00,22212.00,31146.00,22528.00,20914.00,27831.00,34623.00,28059.00,21589.00,29229.00,35291.00,30372.00,22372.00,25060.00,46280.00,38241.00,24372.00,25672.00,50033.00,38641.00,24035.00,27005.00,50848.00,42532.00,24398.00,28256.00,50744.00,36658.00,24397.00,28225.00,50685.00,37064.00,24427.00,29425.00,36612.00,49578.00,25121.00,33230.00,41378.00,52791.00,23657.00,33477.00,41267.00,52760.00,26680.00,23837.00,48290.00,51813.00,22705.00,23430.00,52554.70,52919.00,32617.10,25748.00,54859.00,52865.21,32058.00,25323.00,54004.10,52696.51,24867.10,24623.00,52664.00,54634.95,24818.19,24561.60,49440.00
Palay,....Southern Leyte,9965.00,11505.00,1983.00,11204.00,7827.00,10668.00,2760.00,11757.00,15190.00,8446.00,3773.00,15273.00,12430.00,6300.00,4190.00,7320.00,10250.00,7390.00,4900.00,10110.00,16310.00,5440.00,2230.00,7100.00,17400.00,4560.00,2710.00,14130.00,19660.00,4280.00,3690.00,14770.00,22488.00,5140.00,3707.00,15234.00,22567.00,5969.00,3886.00,16460.00,24210.00,6258.00,4028.00,17398.00,23027.00,3188.00,1248.00,11102.00,25210.00,5282.00,2698.00,17442.00,23985.00,6628.00,3029.00,16991.00,25422.00,7058.00,5546.00,23319.00,18873.00,11839.00,5226.00,24648.00,20370.00,12767.00,5596.00,25645.00,21413.00,14081.00,6354.00,29142.00,29539.00,15235.00,6691.00,30986.00,26667.00,16556.00,9190.00,32000.00,29015.00,16698.00,8731.00,32458.00,31750.00,16774.00,10104.00,41306.00,37988.00,15465.00,6251.00,43087.00,40535.00,15147.00,7079.00,37190.00,35028.00,17009.00,6991.00,33625.00,37279.00,17252.00,7100.00,34535.00,9250.00,44589.00,6782.00,34250.00,8896.00,43095.00,7360.00,33221.00,9025.00,42920.00,7179.00,33457.00,10642.00,40277.00,7456.00,32713.00,12190.00,24817.00,7724.00,30605.00,12778.00,37306.00,7702.00,30359.00,12862.00,34212.00,6373.00,27093.00,12787.00,34648.60,7336.00,26742.00,12600.00,33922.00,7609.00,24383.00,6486.00,24745.00,6630.73,24378.00,9610.00,22493.58,7192.00,22807.00
Palay,..REGION IX (ZAMBOANGA PENINSULA),102752.00,32728.00,38736.00,132361.00,106890.00,45716.00,72594.00,112573.00,122010.00,42202.00,71436.00,125355.00,90196.00,26479.00,72083.00,153932.00,102336.00,23004.00,89625.00,164687.00,90740.00,14021.00,76089.00,123538.00,91005.00,26657.00,95113.00,157412.00,89691.00,34397.00,94574.00,104793.00,83381.00,39069.00,131663.00,88723.00,114000.00,46941.00,116715.00,99675.00,90688.00,44306.00,102315.00,118007.00,59155.00,18825.00,56088.00,127217.00,81463.00,36906.00,111264.00,92531.00,111416.00,63869.00,154642.00,113671.00,89283.00,63408.00,154888.00,123501.00,116737.00,63954.00,185278.00,139148.00,111422.00,61484.00,194883.00,156288.00,117506.00,73259.00,204352.00,151808.00,125854.00,57936.00,216440.00,162327.00,143135.00,63304.00,167527.00,140235.00,134921.00,50127.00,184787.00,183924.00,142928.00,56127.00,203861.00,148394.00,151725.00,57190.00,199933.00,156916.00,128228.00,61587.00,167105.00,195725.00,164733.00,87539.00,221552.00,148379.00,184553.00,76667.00,219035.00,138576.00,190697.00,76571.00,219827.00,152018.00,205315.00,68223.00,205330.00,177909.00,194702.00,65661.00,159011.00,242401.00,145887.00,56052.90,181232.00,197939.00,214632.00,81747.00,209613.00,194598.00,217703.00,78401.00,195755.95,236813.48,194913.95,82548.71,193589.00,206385.12,162934.44,88184.35,199925.51,194362.74,201302.55,83550.62,198645.59,183856.09,171537.48,81449.41,208184.45,190525.19,208277.07,100641.56,222407.92,172537.76
Palay,....Zamboanga del Norte,12069.00,1981.00,3438.00,29644.00,13753.00,3813.00,6485.00,26985.00,18860.00,3682.00,8527.00,39326.00,22024.00,876.00,5832.00,43852.00,25224.00,726.00,6352.00,47543.00,5709.00,225.00,8246.00,24109.00,9704.00,1006.00,2705.00,36705.00,11480.00,4216.00,15984.00,22252.00,17443.00,4909.00,24350.00,14275.00,24565.00,7491.00,22896.00,18116.00,22622.00,8234.00,13457.00,32499.00,16540.00,4312.00,7481.00,30364.00,18258.00,8178.00,18668.00,14766.00,16422.00,12620.00,17138.00,24623.00,19284.00,9764.00,14926.00,25470.00,30859.00,8142.00,19326.00,21943.00,27951.00,3712.00,19616.00,24480.00,21106.00,10557.00,24005.00,25664.00,29271.00,772.00,24295.00,33918.00,39234.00,1278.00,12593.00,33719.00,31461.00,2690.00,14261.00,38578.00,30338.00,12858.00,36158.00,14574.00,32769.00,4668.00,33632.00,19283.00,30318.00,274.00,13989.00,40480.00,25808.00,21728.00,24841.00,25807.00,35397.00,9156.00,31902.00,20413.00,42498.00,15625.00,32990.00,25695.00,44406.00,8358.00,39006.00,22622.00,47153.00,6432.00,5597.00,65883.00,30488.00,5789.00,7403.00,42135.00,25908.00,9072.00,25945.00,43885.00,33823.00,9420.00,26757.37,62311.99,30837.31,8306.26,23431.96,42823.45,32778.88,8458.21,18982.05,48176.26,34556.48,9042.47,22206.73,53603.32,34657.99,8777.15,22699.70,48356.13,34807.11,7354.21,20191.21,48561.96
Palay,....Zamboanga del Sur,88163.00,29367.00,33388.00,96237.00,91375.00,37516.00,61403.00,76973.00,97592.00,31080.00,57807.00,78386.00,62179.00,23207.00,57822.00,97880.00,67182.00,18907.00,72945.00,107416.00,77009.00,12023.00,60898.00,92792.00,78551.00,18483.00,85571.00,112508.00,70791.00,27887.00,70941.00,72969.00,58322.00,32410.00,100107.00,62194.00,79465.00,36865.00,83273.00,71543.00,62109.00,34472.00,81133.00,75321.00,38587.00,13829.00,45950.00,86994.00,56791.00,24333.00,85056.00,68929.00,86700.00,46002.00,130270.00,81190.00,63419.00,49065.00,132408.00,88783.00,53807.00,34465.00,108645.00,75908.00,53260.00,39980.00,115470.00,84320.00,58605.00,47606.00,110998.00,81167.00,61740.00,44489.00,117598.00,82369.00,57006.00,45774.00,81352.00,68671.00,54516.00,31274.00,95300.00,104633.00,65324.00,36516.00,88443.00,91734.00,62395.00,43415.00,85689.00,94720.00,59288.00,49212.00,96020.00,96866.00,84139.00,42837.00,119955.00,81148.00,79155.00,49703.00,111741.00,82571.00,73143.00,46835.00,107364.00,94145.00,84315.00,46268.00,111737.00,99075.00,71043.00,50903.00,114534.00,96712.00,69686.00,43136.53,120887.00,75821.00,120327.00,60579.00,113487.00,85659.00,116681.00,50997.00,111508.87,102835.27,109129.56,57664.00,119492.46,81506.14,80353.65,55237.11,131766.90,66827.18,120007.49,56235.49,130201.78,62493.89,95736.67,55586.32,134828.89,69529.06,123671.86,77061.24,151416.24,61701.26
Palay,....Zamboanga Sibugay,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25864.00,17432.00,52659.00,32550.00,26425.00,14956.00,55265.00,37881.00,31566.00,12650.00,63883.00,37587.00,28349.00,10611.00,67062.00,38039.00,39298.00,13157.00,65582.00,32582.00,41332.00,12486.00,68346.00,32978.00,39407.00,4194.00,72432.00,34323.00,48087.00,5991.00,72169.00,36169.00,31082.00,11079.00,48188.00,52078.00,47090.00,19691.00,67209.00,34669.00,61961.00,14000.00,65059.00,29157.00,66977.00,9812.00,69309.00,27168.00,69022.00,10835.00,44039.00,49639.00,70067.00,5985.00,27051.00,71912.00,40333.00,5342.37,41504.00,70570.00,62174.00,8668.00,59143.00,58901.00,59824.00,14042.00,46506.96,64455.70,48715.59,12013.69,47722.16,70164.93,41285.94,20766.72,45180.34,67575.62,46738.58,18272.66,46237.08,67758.88,41142.83,17085.94,50655.86,72639.99,49798.10,16226.11,50800.47,62274.54
Palay,....Zamboanga City,2520.00,1380.00,1910.00,6480.00,1762.00,4387.00,4706.00,8615.00,5558.00,7440.00,5102.00,7643.00,5993.00,2396.00,8429.00,12200.00,9930.00,3371.00,10328.00,9728.00,8022.00,1773.00,6945.00,6637.00,2750.00,7168.00,6837.00,8199.00,7420.00,2294.00,7649.00,9572.00,7616.00,1750.00,7206.00,12254.00,9970.00,2585.00,10546.00,10016.00,5957.00,1600.00,7725.00,10187.00,4028.00,684.00,2657.00,9859.00,6414.00,4395.00,7540.00,8836.00,8294.00,5247.00,7234.00,7858.00,6580.00,4579.00,7554.00,9248.00,6207.00,3915.00,4648.00,8747.00,3786.00,2836.00,4532.00,9607.00,6229.00,2446.00,5466.00,7390.00,6494.00,2064.00,7485.00,8001.00,7597.00,3095.00,8000.00,5263.00,7612.00,3677.00,6880.00,7735.00,7859.00,2559.00,6828.00,7763.00,8474.00,3116.00,8443.00,6744.00,7540.00,1022.00,8908.00,6301.00,7696.00,3283.00,9547.00,6755.00,8040.00,3808.00,10333.00,6435.00,8079.00,4299.00,10164.00,5010.00,7572.00,2762.00,10548.00,6573.00,6439.00,2341.00,11829.00,7894.00,5380.00,1785.00,11438.00,9413.00,6223.00,3428.00,11038.00,6153.00,7375.00,3942.00,10982.76,7210.52,6231.49,4564.76,2942.43,11890.60,8515.97,3722.31,3996.22,11783.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Palay,..REGION X (NORTHERN MINDANAO),72571.00,36094.00,51436.00,133172.00,67224.00,53570.00,67996.00,127154.00,131222.00,31762.00,71130.00,163595.00,103340.00,25279.00,54862.00,182063.00,102919.00,40424.00,91992.00,179180.00,85925.00,14497.00,51697.00,202121.00,117134.00,31501.00,73640.00,204572.00,96729.00,86577.00,92208.00,224163.00,127652.00,115433.00,92746.00,174873.00,117444.00,106841.00,105276.00,123259.00,107575.00,89116.00,87735.00,127573.00,109846.00,83832.00,83184.00,150299.00,117033.00,102226.00,117864.00,142434.00,117146.00,117104.00,107784.00,157571.00,112051.00,150658.00,93523.00,175544.00,114655.00,119989.00,79768.00,218096.00,110151.00,113112.00,87143.00,179466.00,109476.00,106980.00,89776.00,159640.00,105824.00,90432.00,90844.00,171910.00,111415.00,94087.00,92011.00,163776.00,113688.00,106828.00,113303.00,168073.00,126107.00,131950.00,118318.00,174871.00,146958.00,111225.00,139351.00,185763.00,116173.00,116088.00,139115.00,215066.00,144591.00,121844.00,144805.00,199750.00,143088.00,135536.00,151278.00,207446.00,143179.00,141508.00,180480.00,209736.00,175809.00,139538.00,190930.00,207487.00,180694.00,124068.00,186082.00,234276.00,170185.00,99644.00,215201.00,226254.00,185682.00,136331.40,200698.00,223022.00,185982.00,131465.00,204313.81,239639.51,183502.25,132247.27,204873.97,240515.10,173067.75,146185.41,243948.50,218623.32,195506.80,139719.83,242013.00,216400.68,188240.51,146551.70,254495.19,225451.17,191210.70,147711.34,255468.02,229851.35
Palay,....Bukidnon,38851.00,17934.00,31763.00,86723.00,46056.00,26118.00,40873.00,72220.00,94049.00,8147.00,35126.00,127225.00,66030.00,8163.00,30674.00,146765.00,72807.00,6702.00,53860.00,130666.00,48901.00,5664.00,33198.00,141158.00,82054.00,7200.00,33871.00,154444.00,59603.00,47468.00,46965.00,140708.00,84746.00,54085.00,49241.00,90920.00,78729.00,53961.00,42882.00,54186.00,71953.00,30550.00,45965.00,50505.00,75379.00,29658.00,44380.00,61749.00,82511.00,45548.00,67022.00,59490.00,84662.00,47680.00,65592.00,57886.00,69109.00,63327.00,51230.00,57024.00,70132.00,49619.00,44353.00,88879.00,74556.00,33491.00,50913.00,68997.00,68084.00,32262.00,50336.00,66160.00,66376.00,31277.00,54362.00,76856.00,70352.00,34038.00,56735.00,78404.00,68535.00,39296.00,75980.00,82787.00,83013.00,61502.00,73280.00,79501.00,107828.00,43706.00,96363.00,82644.00,80023.00,50842.00,98121.00,107526.00,96288.00,57351.00,102265.00,97583.00,101040.00,59898.00,106270.00,106013.00,100354.00,62195.00,112087.00,125855.00,120512.00,72506.00,117339.00,116284.00,124315.00,58325.00,118968.00,134967.00,119207.00,34521.00,145009.00,126379.00,126076.00,69546.00,131897.00,129583.00,125158.00,69224.00,135247.91,140543.77,125332.85,66646.00,136235.20,141254.00,121035.01,68521.00,149198.52,145943.00,139364.80,67797.99,145707.00,146645.60,134087.50,76920.75,149293.80,152111.96,135550.00,77730.08,152174.50,152116.78
Palay,....Camiguin,115.00,945.00,648.00,933.00,775.00,282.00,426.00,1184.00,418.00,425.00,1174.00,164.00,650.00,414.00,886.00,81.00,170.00,795.00,1000.00,42.00,184.00,337.00,96.00,37.00,201.00,303.00,1038.00,38.00,586.00,780.00,328.00,638.00,413.00,549.00,838.00,851.00,533.00,405.00,548.00,480.00,475.00,692.00,538.00,573.00,425.00,540.00,360.00,460.00,470.00,546.00,884.00,596.00,368.00,666.00,512.00,589.00,390.00,612.00,549.00,280.00,268.00,506.00,178.00,580.00,193.00,675.00,278.00,546.00,221.00,646.00,238.00,630.00,227.00,668.00,189.00,498.00,211.00,803.00,301.00,631.00,165.00,909.00,207.00,792.00,118.00,979.00,287.00,901.00,224.00,867.00,332.00,851.00,238.00,925.00,242.00,826.00,296.00,877.00,236.00,968.00,270.00,1018.00,276.00,909.00,265.00,1020.00,310.00,942.00,269.00,1035.00,222.00,1048.00,279.00,1037.00,253.00,1054.00,189.00,919.00,156.00,894.00,541.00,743.00,279.00,423.00,265.00,1078.00,331.60,664.00,259.30,983.67,183.00,612.00,203.92,807.14,151.00,971.10,197.50,780.00,223.40,884.70,153.01,1013.00,250.00,752.08,189.40,1107.20,336.78,790.16
Palay,....Lanao del Norte,15840.00,12040.00,10903.00,23120.00,9153.00,13845.00,14495.00,33389.00,21459.00,11183.00,20559.00,16756.00,18354.00,8596.00,13538.00,18987.00,14565.00,19984.00,25653.00,27483.00,21948.00,1113.00,9821.00,42401.00,21251.00,16771.00,24292.00,38980.00,21690.00,24408.00,27190.00,61028.00,22390.00,44480.00,27903.00,58671.00,26032.00,28164.00,32404.00,54254.00,16708.00,41217.00,25491.00,57549.00,12586.00,43200.00,26360.00,70315.00,17949.00,44888.00,28591.00,56121.00,16274.00,57715.00,23651.00,65686.00,25864.00,67524.00,26064.00,89052.00,24014.00,54144.00,23208.00,102262.00,14888.00,63913.00,20439.00,88907.00,17278.00,57036.00,23376.00,69430.00,14812.00,42780.00,20728.00,69233.00,15663.00,42242.00,18287.00,58559.00,24440.00,42658.00,21039.00,55768.00,17778.00,49677.00,21322.00,63017.00,16322.00,46597.00,17978.00,67118.00,12929.00,44960.00,17634.00,69232.00,25086.00,39089.00,23979.00,64093.00,22235.00,46182.00,22756.00,67234.00,20436.00,51035.00,40726.00,53130.00,33959.00,40706.00,36170.00,60935.00,36056.00,38802.00,30088.00,68640.00,29306.00,41835.85,36082.00,71779.00,34296.00,41892.90,36075.00,67246.00,35481.00,36851.00,36214.30,72308.24,36688.52,37449.60,38108.27,70105.10,32027.27,47134.77,64577.35,44622.30,34338.00,44082.40,66910.00,42478.48,33866.76,41578.60,75717.79,46290.00,35557.50,42028.31,75189.54,49979.31
